nombre,precioUnitario,unidad,precioFinal,URL,ingredientes,descripcion,categoria,marca,supermercado
Champiñón cortado bandeja 250g,"5,28€",KILO,"1,32€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwe06162e8/Assets/09756_C1C1/large/5/9/9/8/5998f0736b525d04dadeaf04f921817cae0d620d_09756_C1C1.JPG?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Frescos,,AHORRAMAS
Pan tostado integral Recondo 30 uds,"10,51€",KILO,"2,49€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw08dd7366/Assets/057428_C1C1/large/1/6/7/5/1675ade29b3c7afb9b46b38c28430af0460665e3_057428_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de trigo, agua, levadura, sal",,Alimentacion,,AHORRAMAS
Media ración de pulpo cocido Embumar bandeja 150 g,4.99,KILO,33.27,,"Aceite de oliva, ajo, perejil, sal marina",,Frescos,DIA,Dia
Helado de doble chocolate 3 unidades,"3,09",LITRO,"4,99 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-frozen.png?ts=1731159385,"Cacao, azúcar, manteca de cacao, vainilla",,Alimentacion,,BM
"Licor de manzana 0,75 l","6,95",LITRO,"8,15 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A04764_00.jpg?t=20241003030142,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Nachos sabor a queso Snack Maniac de Dia bolsa 150 g,0.9,KILO,6.0,,"Avena, miel, pasas, chocolate negro",Producto de aperitivo fritos con sabor a queso,Alimentacion,DIA,Dia
Panacotta con caramelo Alipende 4 uds 360g,"3,19€",KILO,"1,15€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw3a196ffe/Assets/022190_C1C1/large/6/7/6/5/676586a1a22c0632b0167703e27bef33106c9891_022190_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de trigo, agua, levadura, sal",,Lacteos,,AHORRAMAS
Migas de bacalao 250 g,"23,25",KILO,"5,99 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-frozen.png?ts=1731159444,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Café D.O. Colombia 250 g,"37,50",KILO,"4,55 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-localMarket.png,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Chocolate negro stick 37 g,"17,80",KILO,"1,35 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A61442_00.jpg?t=20241106030018,"Cacao, azúcar, manteca de cacao, vainilla",,Alimentacion,,BM
Arroz basmati 500 g,"17,80",KILO,"2,50 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-eco.svg,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Cerveza tostada Ramblers de Dia lata 33 cl,0.5,LITRO,1.52,,"Agua carbonatada, extracto de frutas, azúcar, colorantes",Cerveza especial,Bebidas,DIA,Dia
Turrón pistacho 300 g,"10,70",KILO,"12,99 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-localMarket.png,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
"Sidra natural 0,7 l","6,95",LITRO,"2,08 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A43622_00.jpg?t=20241106030106,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Paté a la pimienta Alipende 160g,"6,88€",KILO,"1,10€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw26f1c92b/Assets/040787_C1C1/large/f/c/5/6/fc56df928647b9a84bce1180eda3942f786272ed_040787_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Frescos,,AHORRAMAS
Macarrones integrales 500 g,"10,70",KILO,"1,23 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A88010_00.jpg?t=20241108030052,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Jamón de bellota ibérico 50% raza ibérica al corte,"109,00€",Kg,"109,00€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw474a73b5/Assets/058835_C1C1/large/2/3/9/7/23974ef41bc8cda1da0ca1f2e97aadabd5ba0449_058835_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Frescos,,AHORRAMAS
Galleta de desayuno integral sin azúcar 350 g,"23,25",KILO,"2,59 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A60233_00.jpg?t=20241106030512,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Limpieza mágica Tenn 375gr piedra blanca,"18,64€",KILO,"6,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwa0c6c2a1/Assets/081961_C1C1/large/f/6/d/d/f6dd275b3953e33fada722ddd3cf5182f5bca176_081961_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Limpieza,,AHORRAMAS
Máscara de pestañas Maybelline lash sensational waterproof,"9,99€",UNIDAD,"9,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw615c376e/Assets/039023_C1C1/large/8/f/1/0/8f10c5d74f9c32a98deb0e6f94845d0e67361b28_039023_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Cuidado personal,,AHORRAMAS
Chocolate negro con almendras 300 g,"8,45",KILO,"7,49 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A11967_00.jpg?t=20241003030511,"Cacao, azúcar, manteca de cacao, vainilla",,Alimentacion,,BM
Galleta de mantequilla palets 125 g,"37,50",KILO,"2,09 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A33499_00.jpg?t=20241106030045,"Harina de maíz, agua, sal, antioxidantes",,Lacteos,,BM
Papel de cocina en rollo Lanta 375 servicios multiusos,"2,95€",UNIDAD,"2,95€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwe7987dbe/Assets/085035_C1C1/large/e/c/d/0/ecd0a5d51ff53ddd023bc2bb567556a31febf383_085035_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Limpieza,,AHORRAMAS
Desodorante en spray Axe 48h non stop fresh 150ml apollo,"2,50€",100 ML.,"3,75€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwaecdcecc/Assets/08720181031625_C1C1/large/4/b/8/e/4b8e62706b31984eb1161552097cb3c1dd3d89fc_08720181031625_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Cuidado personal,,AHORRAMAS
"Leche sin lactosa 0,0% MG Asturiana 1l desnatada","1,23€",LITRO,"1,23€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwf91097dc/Assets/02864_C1C1/large/b/3/6/5/b365084cb8c0677cfc4e756fd18a3fa4439a8c82_02864_C1C1.jpg?sw=400&sh=900&sm=fit,"Leche desnatada, calcio, vitaminas D y B12",,Lacteos,,AHORRAMAS
Almejas blancas del norte al natural Dani lata 90 g,1.95,KILO,21.67,,"Frutas deshidratadas, jarabe de agave, nueces",Almejas blancas del norte al natural,Alimentacion,DIA,Dia
Sidra El Gaitero 75cl,"3,27€",LITRO,"2,45€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw6bd91392/Assets/025936_C1C1/large/b/d/8/3/bd836a586f15974d371be1f9618691a4d95274eb_025936_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Bebidas,,AHORRAMAS
Papel multiusos resistente La Llama Dia bolsa 1 unidad,2.99,UNIDAD,2.99,,"Harina de maíz, agua, sal, antioxidantes",,Hogar,DIA,Dia
Gominolas fusion 150 g,"7,65",KILO,"2,29 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A66050_00.jpg?t=20241106030057,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Néctar de naranja 1 l,"6,95",LITRO,"1,15 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A88038_00.jpg?t=20241106030102,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Pota sin aleta congelado a granel,"16,70",KILO,,https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-frozen.png?ts=1731159348,"Aceite de oliva, ajo, perejil, sal marina",,Cuidado personal,,BM
Biberón silicona Tigex 300ml desde 6 meses,"5,95€",UNIDAD,"5,95€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwea79b82e/Assets/012017_C1C1/large/1/3/3/7/1337d3e020836c3cddb747646ba8d5a1ef37694c_012017_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Bebe,,AHORRAMAS
Lejía densa hogar Dia garrafa 2 l,1.15,LITRO,0.58,,"Frutas deshidratadas, jarabe de agave, nueces",,Hogar,DIA,Dia
"Champagne mumm grand cordon 0,75 cl","6,95",LITRO,"49,15 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A62503_00.jpg?t=20241003030143,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Atún en filete sin piel 140g,"42,79€",KILO,"5,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwe6e01369/Assets/08436552529706_C1C1/large/5/c/9/c/5c9c71739fdc185702527116f08e18c2519eedcb_08436552529706_C1C1.png?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Congelados,,AHORRAMAS
Refresco de cola Hola Cola de Dia lata 12 x 33 cl,3.96,LITRO,1.0,,"Frutas deshidratadas, jarabe de agave, nueces",Bebida refrescante aromatizada. Con azúcar y edulcorante.,Bebidas,DIA,Dia
Zumo de naranja 100% sin pulpa Zumosfera de Dia brik 1 l,1.58,LITRO,1.58,,"Aceite de oliva, ajo, perejil, sal marina",Zumo de naranja.,Bebidas,DIA,Dia
Estropajo salvauñas classic Scotch brite 3 unidades,2.25,UNIDAD,0.75,,"Aceite de oliva, ajo, perejil, sal marina",,Hogar,DIA,Dia
Scrunchie flores Mas Beauty,"1,99€",UNIDAD,"1,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwa12b5762/Assets/078574_C1C1/large/a/8/8/5/a885f5a06b4284a7d7833051799bc4882e838262_078574_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Cuidado personal,,AHORRAMAS
Preservativos Durex 12 uds dame placer con puntos y estrías,"0,67€",UNIDAD,"8,00€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw5e66e97a/Assets/056121_C1C1/large/0/d/b/0/0db05df3732c71b4d2a65783fab06dbb671e021b_056121_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Cuidado personal,,AHORRAMAS
Yogur con frutas Dia Láctea pack 8 x 125 g,1.8,KILO,1.8,,"Leche de almendras, azúcar, estabilizantes, sal",Yogur con frutas. Yogur azucarado con fresa. Yogur azucarado con melocotón. Yogur azucarado con frutas del bosque. Yogur con pera con azúcar y edulcorantes,Lacteos,DIA,Dia
Salsa Korma 450 g,"26,35",KILO,"3,49 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A63175_00.jpg?t=20241108030140,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Surtido de Navidad a granel,"7,99",KILO,,https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-weight.png?ts=1731157397,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Cocktail de frutos secos selectos 150 g,"17,80",KILO,"3,59 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A83351_00.jpg?t=20241109030144,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Bebida de soja ligera Alpro 1l,"1,99€",LITRO,"1,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw09696daa/Assets/055871_C1C1/large/e/4/3/f/e43face590cb2eacf36014852a5695c52bf668e6_055871_C1C1.jpg?sw=400&sh=900&sm=fit,"Agua, malta de cebada, lúpulo, levadura",,Lacteos,,AHORRAMAS
Pudding sabor vainilla 18 g protein 180 g,"9,95",KILO,"1,79 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A64796_00.jpg?t=20241109030122,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Vino tinto de Castilla Dehesa La Granja 75cl,"13,20€",LITRO,"9,90€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwe27346c2/Assets/070608_C1C1/large/5/d/4/8/5d4890fa2bdd695874abfd7d597223bfad75f3ad_070608_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Bebidas,,AHORRAMAS
Tortitas de arroz 200 g,"23,25",KILO,"3,15 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-eco.svg,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Salsa picante piri piri Salsas Asturianas 300g,"5,00€",KILO,"1,00€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwc4c3fd44/Assets/063242_C1C1/large/e/8/6/1/e8614ca3bd5e50dde14e66657029a400f4361a3a_063242_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,AHORRAMAS
Tinte de cabello sin amoníaco Revlon Colorsilk nº 41 castaño medio,"3,19€",UNIDAD,"3,19€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw7b9f839c/Assets/043891_C1C1/large/c/3/c/d/c3cd4f46c70a83d01a404f22ae7fb8eb59e9068a_043891_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Cuidado personal,,AHORRAMAS
Burger meat pollo bandeja 2 unidades 250 g,"2,49",KILO,"4,90 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A63762_00.jpg?t=20241109030125,"Aceite de oliva, ajo, perejil, sal marina",,Frescos,,BM
Jamón cocido extra al corte,"14,90",KILO,,https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-weight.png?ts=1731155984,"Frutas deshidratadas, jarabe de agave, nueces",,Frescos,,BM
Funko Pop! Disney 100 Cinderella,"7,99€",UNIDAD,"7,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwf53f200a/Assets/02434_C1C1/large/0/e/3/3/0e33d569157f194a7354bf85f35a159377d5751a_02434_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Hogar,,AHORRAMAS
Vino rosado de aguja Peñascal botella 75 cl,3.85,LITRO,5.13,,"Harina de maíz, agua, sal, antioxidantes",Vino Rosado de Aguja El grado alcohólico puede cambiar con las diferentes añadas.,Bebidas,DIA,Dia
Colesterol Natur Tierra bote 30 unidades,5.85,UNIDAD,0.2,,"Harina de maíz, agua, sal, antioxidantes","Complemento alimenticio elaborado a base de Especies Vegetales, Vitaminas y Ácido Fólico",Cuidado personal,DIA,Dia
Aceite de oliva Abril 2l virgen extra,"7,08€",LITRO,"14,17€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw5113e351/Assets/025590_C1C1/large/9/5/c/6/95c6e80b79fe8857b92edbe7985291b8a8afb3f7_025590_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,AHORRAMAS
Desodorante en spray Advanced Care Dove 200ml original,"1,77€",100 ML.,"3,55€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwf0397507/Assets/044748_C1C1/large/6/5/d/e/65deb116e683356bf9c8431dc272d5d57e2db590_044748_C1C1.jpeg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Cuidado personal,,AHORRAMAS
Calabacín verde granel unidad (450 g aprox),"2,79",KILO,,https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-weight.png?ts=1731156123,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Filetes de melva en aceite de girasol 115 g,"6,95",KILO,"2,30 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A69822_00.jpg?t=20241106030012,"Harina de maíz, agua, sal, antioxidantes",,Frescos,,BM
Desodorante en Roll-On 72h Rexona 50ml Cotton Dry,"4,70€",100 ML.,"2,35€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwc2aa206b/Assets/064539_C1C1/large/3/8/6/0/3860858b8d62c25f4e5ae12b679ffd8c453582dc_064539_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Cuidado personal,,AHORRAMAS
Salsa fina original Ligeresa frasco 210 ml,1.55,LITRO,7.38,,"Aceite de oliva, ajo, perejil, sal marina",Salsa,Alimentacion,DIA,Dia
Infusión rooibos 20 unidades,"9,95",UNIDAD,"1,15 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A64481_00.jpg?t=20241106030117,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Pizza fina Alipende 375g 6 quesos,"7,44€",KILO,"2,79€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwa48c43d1/Assets/013682_C1C1/large/6/6/b/0/66b0bbe92ea32713b2e04759a4960170b4362157_013682_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Congelados,,AHORRAMAS
Batido de chocolate 3x200 ml,"17,80",LITRO,"2,19 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A61042_00.jpg?t=20241106031114,"Leche en polvo, cacao, azúcar, almendras",,Alimentacion,,BM
Almejones al natural 111 g,"26,35",KILO,"1,40 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A63664_00.jpg?t=20241106030013,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Cava brut Anna Codorniu 75cl,"10,65€",LITRO,"7,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwb02588a1/Assets/043110_C1C1/large/9/a/9/8/9a98433dce33b45c23e37ae33c667d82cf1bf089_043110_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Bebidas,,AHORRAMAS
Pluma rayada n 5 Al Diante Dia bolsa 500 g,0.8,KILO,1.6,,"Harina de maíz, agua, sal, antioxidantes",Pasta alimenticia de calidad superior,Alimentacion,DIA,Dia
Salmón ahumado 2x50 g,"11,95",KILO,"6,99 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A20562_00.jpg?t=20241106031110,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Picadora-batidora Lifestyle 650ml,"7,35€",UNIDAD,"7,35€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw1151a486/Assets/039443_C1C1/large/f/f/8/2/ff82a1495cc2ceef809de84707b3f1dc65eaa0d4_039443_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Hogar,,AHORRAMAS
Tomate agatha,"4,88€",Kg,"4,88€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwf1b1b186/Assets/051010_C1C1/large/a/b/f/5/abf56c6e795da7197437c779089cb055fa0e40dd_051010_C1C1.JPG?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Frescos,,AHORRAMAS
Tomate chocmato bandeja 400 g,2.03,KILO,5.08,,"Harina de maíz, agua, sal, antioxidantes",,Frescos,DIA,Dia
Desodorante en roll-on Nivea 50ml invisible black&white,"4,30€",100 ML.,"2,15€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwf9d486b0/Assets/049669_C1C1/large/3/1/2/f/312f3f10ae6281361d0df5b560c1c3dce7a492fc_049669_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Cuidado personal,,AHORRAMAS
"Jamón de Teruel pieza de 7- 7,5 kg","47,00",UNIDAD,"105,00 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A76542_00.jpg?t=20241109030030,"Harina de maíz, agua, sal, antioxidantes",,Frescos,,BM
Eglefino en porciones sin piel 500g,"11,98€",KILO,"5,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwb86794cb/Assets/08436552529720_C1C1/large/7/e/8/4/7e8495ee6913ae8bbfbc7257c5b71c57b1acd952_08436552529720_C1C1.png?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Congelados,,AHORRAMAS
Dátiles 250 g,"17,80",KILO,"1,99 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A30899_00.jpg?t=20241108030032,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Yogur griego con lima y limón Fidias de Dia pack 4 x 125 g,1.6,KILO,3.2,,"Leche de almendras, azúcar, estabilizantes, sal",Yogur con lima y limón,Lacteos,DIA,Dia
Chorizo pincho dulce Alipende 300g aproximadamente,"9,00€",Kg,"2,70€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw1ac7f9b1/Assets/078066_C1C1/large/9/a/c/b/9acbe7255f21ceeeb961aaaaea3142860836201d_078066_C1C1.JPG?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Frescos,,AHORRAMAS
Vela insecticida perfumada Lumar citronella,"1,90€",UNIDAD,"1,90€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwad71f1aa/Assets/063268_C1C1/large/7/8/9/7/7897bba8a8f06b5804cc9503fd070745574f30f4_063268_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Hogar,,AHORRAMAS
Croqueta de pollo y jamón Aldelis 380g,"10,50€",KILO,"3,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw5007c802/Assets/060639_C1C1/large/6/e/f/2/6ef2905d64ee15ae19ddf8a0010be25307e63b34_060639_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Frescos,,AHORRAMAS
Cinta adhesiva Carioca 2 uds,"0,53€",UNIDAD,"1,05€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwff761809/Assets/041544_C1C1/large/7/6/2/a/762a07ab7a80294c97adb181c1b6d7eb5ec63b18_041544_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Hogar,,AHORRAMAS
